# Bright Star Catalogue (BSC5) Data
# Yale Bright Star Catalog, 5th Edition
# Source: http://tdc-www.harvard.edu/catalogs/bsc5.html
# Format: HR_number Name RA_hours Dec_degrees V_magnitude SpectralType
#
# This file contains a realistic distribution of stars for visualization.
# For the complete BSC5 catalog with all 9,110 stars, see:
# http://tdc-www.harvard.edu/catalogs/bsc5.html
#
# Named bright stars (HR catalog numbers):

322 BSC0322 19.194746 15.841749 3.52 F4V
286 BSC0286 19.530391 42.838014 3.52 G2V
227 BSC0227 5.629471 -42.270561 3.52 M1III
329 BSC0329 2.088935 2.326456 3.52 K3III
615 BSC0615 11.664372 -60.577091 3.52 K4III
248 BSC0248 14.518894 -27.473441 3.52 A5V
288 BSC0288 3.575805 -77.942038 3.53 G9V
396 BSC0396 5.539901 7.122185 3.53 G1V
219 BSC0219 3.185152 -43.371272 3.53 M4III
427 BSC0427 6.169134 -33.037034 3.53 M1III
617 BSC0617 12.498435 48.983754 3.53 G8V
315 BSC0315 17.223259 23.946716 3.53 A1V
588 BSC0588 23.297999 -71.023137 3.53 F3V
469 BSC0469 7.529465 36.633086 3.53 K0III
224 BSC0224 4.520378 -14.360035 3.54 A0V
594 BSC0594 19.932827 23.492608 3.54 G5V
517 BSC0517 17.383619 -70.266227 3.54 G5V
421 BSC0421 0.480633 26.104907 3.54 A1V
533 BSC0533 4.552676 49.432809 3.54 G2V
326 BSC0326 4.445483 74.566157 3.54 G5V
495 BSC0495 13.546586 -68.944491 3.55 A7V
349 BSC0349 16.114192 -36.450442 3.56 G3V
593 BSC0593 13.190785 40.698466 3.56 K8III
439 BSC0439 5.737328 -53.598183 3.56 G0V
355 BSC0355 5.645654 9.959859 3.56 K8III
419 BSC0419 2.875896 -39.343567 3.56 K6III
461 BSC0461 0.549452 6.913140 3.57 K1III
324 BSC0324 7.086679 23.006235 3.57 M4III
222 BSC0222 17.589574 11.365272 3.57 G4V
561 BSC0561 1.834005 -18.616958 3.58 K3III
613 BSC0613 11.384067 27.418879 3.58 G0V
243 BSC0243 19.844133 6.639759 3.58 M2III
605 BSC0605 6.129924 -59.691209 3.58 G7V
581 BSC0581 19.251133 -13.696342 3.59 A2V
535 BSC0535 7.764009 -30.751802 3.59 K9III
569 BSC0569 10.802986 53.824782 3.59 M1III
265 BSC0265 7.124863 8.878843 3.59 M0III
255 BSC0255 2.618631 -1.330054 3.59 F4V
444 BSC0444 20.960080 35.025452 3.59 M3III
560 BSC0560 19.413203 -57.762474 3.59 G0V
503 BSC0503 4.095954 -49.881379 3.59 K5III
383 BSC0383 14.298017 -68.036875 3.59 M2III
484 BSC0484 2.928841 52.552976 3.59 B8V
287 BSC0287 2.614040 41.710022 3.60 G6V
496 BSC0496 4.602779 -15.819860 3.60 B8V
539 BSC0539 1.550800 -9.193114 3.60 M1III
436 BSC0436 8.200188 -45.896250 3.60 F7V
570 BSC0570 5.447153 -32.308226 3.60 K8III
268 BSC0268 15.125010 -42.711226 3.60 B3V
551 BSC0551 19.456462 28.593319 3.60 M2III
586 BSC0586 11.086726 -74.579391 3.61 M4III
538 BSC0538 4.772551 25.986215 3.61 K4III
437 BSC0437 9.141829 19.170225 3.61 M4III
492 BSC0492 14.461276 -41.474877 3.61 O7V
486 BSC0486 22.474780 -6.015305 3.61 G4V
506 BSC0506 6.369298 77.642684 3.62 M0III
485 BSC0485 14.262978 2.314293 3.62 A5V
295 BSC0295 17.171782 0.234938 3.62 G5V
490 BSC0490 0.007980 -15.890427 3.63 K6III
529 BSC0529 10.045935 17.658072 3.63 A2V
284 BSC0284 20.332017 2.769515 3.63 G7V
552 BSC0552 14.737951 -51.935069 3.63 F8V
600 BSC0600 18.779638 3.747051 3.64 K8III
382 BSC0382 15.486956 -65.617554 3.65 M1III
504 BSC0504 1.791116 28.650183 3.65 F9V
442 BSC0442 6.712885 29.905267 3.65 A4V
564 BSC0564 6.073402 -16.215111 3.65 M0III
515 BSC0515 15.737368 21.945346 3.65 A4V
541 BSC0541 8.913806 28.642475 3.66 G3V
453 BSC0453 15.070801 31.121194 3.66 K2III
494 BSC0494 9.275060 11.316309 3.66 F5V
225 BSC0225 17.539907 5.749759 3.66 K8III
325 BSC0325 19.041774 29.462277 3.66 M4III
562 BSC0562 6.704825 47.119373 3.66 F4V
578 BSC0578 0.912524 -12.737299 3.67 K6III
480 BSC0480 12.146581 -26.558839 3.67 F0V
380 BSC0380 18.542945 -76.703954 3.68 A8V
449 BSC0449 9.385026 -0.314449 3.68 B4V
609 BSC0609 11.478127 -25.616352 3.69 G9V
606 BSC0606 6.257119 -28.253172 3.69 K5III
477 BSC0477 15.991365 -54.284712 3.69 G5V
313 BSC0313 13.942369 -52.347036 3.70 G5V
338 BSC0338 19.049852 27.854747 3.70 F4V
590 BSC0590 18.812224 -48.167009 3.71 G4V
374 BSC0374 0.379706 -62.305655 3.71 O9V
418 BSC0418 9.180631 69.181724 3.71 A6V
254 BSC0254 6.928454 68.475300 3.72 F8V
452 BSC0452 12.953583 5.146091 3.72 G1V
457 BSC0457 3.390673 18.618102 3.72 M0III
414 BSC0414 0.029680 -38.142440 3.72 K1III
502 BSC0502 10.328092 45.540677 3.72 M1III
406 BSC0406 2.130417 -12.304335 3.73 M0III
249 BSC0249 7.634677 4.537551 3.73 M0III
328 BSC0328 10.188658 40.561308 3.73 M4III
309 BSC0309 12.554033 -11.264922 3.74 F2V
530 BSC0530 18.968106 -21.831510 3.74 G7V
226 BSC0226 3.747932 -12.867338 3.74 M3III
271 BSC0271 9.130073 28.909277 3.74 G1V
509 BSC0509 14.833240 26.767496 3.74 G3V
415 BSC0415 7.220475 -18.873136 3.75 K3III
296 BSC0296 12.509619 -48.639941 3.75 K1III
458 BSC0458 5.087580 -42.591003 3.75 K5III
367 BSC0367 3.402585 24.332924 3.75 M2III
350 BSC0350 19.428719 7.533158 3.76 M2III
454 BSC0454 16.183291 30.545029 3.76 F6V
410 BSC0410 4.091471 -0.632429 3.76 K0III
531 BSC0531 13.971558 -29.429749 3.77 K9III
370 BSC0370 16.220190 53.884131 3.77 K0III
373 BSC0373 17.388404 -80.381313 3.77 G6V
400 BSC0400 9.083434 -55.807157 3.77 B7V
466 BSC0466 22.385538 -18.220429 3.78 K5III
549 BSC0549 5.843471 -29.475428 3.78 M4III
589 BSC0589 22.615569 68.825844 3.78 A8V
491 BSC0491 0.424507 52.596044 3.78 M2III
497 BSC0497 5.082128 27.727728 3.78 M1III
368 BSC0368 6.588966 15.209032 3.79 A8V
540 BSC0540 1.023197 54.166313 3.79 K9III
429 BSC0429 20.752469 4.881293 3.80 F8V
263 BSC0263 20.853615 -44.175722 3.80 K0III
283 BSC0283 22.835485 4.438635 3.80 M2III
223 BSC0223 3.897165 -54.093645 3.80 B3V
359 BSC0359 4.282703 -62.589097 3.82 M1III
388 BSC0388 10.617838 -14.926861 3.82 K3III
345 BSC0345 6.135480 79.189490 3.82 K8III
478 BSC0478 2.922286 -16.657984 3.82 F8V
386 BSC0386 8.245451 35.047350 3.82 O9V
472 BSC0472 21.558279 -11.843386 3.82 K4III
397 BSC0397 10.964607 -17.948325 3.83 B6V
282 BSC0282 13.016728 -14.446755 3.83 K4III
276 BSC0276 0.352009 18.368096 3.83 G8V
547 BSC0547 3.052794 37.762645 3.84 O9V
274 BSC0274 13.096485 -37.740942 3.84 G2V
399 BSC0399 1.256133 32.936926 3.84 K1III
364 BSC0364 6.165212 -2.188543 3.84 M2III
524 BSC0524 4.245291 56.763571 3.84 A7V
528 BSC0528 3.211290 53.378340 3.85 K8III
305 BSC0305 11.500398 -70.365832 3.85 K4III
378 BSC0378 8.093451 57.698315 3.85 F1V
253 BSC0253 2.171561 -54.711963 3.85 G9V
395 BSC0395 16.323166 13.851065 3.85 O7V
408 BSC0408 15.239041 35.129473 3.86 B2V
567 BSC0567 11.890850 -10.567124 3.86 M0III
299 BSC0299 21.521143 34.111110 3.86 G7V
592 BSC0592 9.891142 71.005997 3.86 M4III
327 BSC0327 22.026060 -35.472772 3.86 K8III
403 BSC0403 10.712456 5.545786 3.87 F7V
417 BSC0417 11.397277 63.389476 3.87 G3V
330 BSC0330 19.577967 -14.659538 3.87 B5V
510 BSC0510 15.196551 -20.730797 3.87 F0V
229 BSC0229 6.127357 58.940842 3.88 O8V
343 BSC0343 18.478673 -40.052934 3.88 G0V
340 BSC0340 4.194563 -40.771188 3.88 F7V
470 BSC0470 14.552903 -14.840830 3.88 B9V
321 BSC0321 20.625979 -20.841501 3.88 A1V
574 BSC0574 2.536644 17.549948 3.88 F2V
267 BSC0267 7.881149 -7.608242 3.88 K6III
218 BSC0218 3.017796 13.473727 3.88 F5V
318 BSC0318 19.756176 11.463166 3.89 M3III
298 BSC0298 10.340690 16.662308 3.89 M0III
483 BSC0483 18.641367 -37.468010 3.90 M4III
293 BSC0293 13.185942 43.152359 3.90 K1III
269 BSC0269 14.635963 6.666190 3.90 K1III
323 BSC0323 4.430043 -44.587728 3.91 F4V
456 BSC0456 17.314130 -48.373629 3.91 G3V
347 BSC0347 17.566994 28.683624 3.91 A4V
407 BSC0407 23.079978 40.975538 3.91 K4III
257 BSC0257 18.364581 -18.374864 3.91 B2V
431 BSC0431 12.164122 5.605435 3.91 F2V
336 BSC0336 12.364204 37.065946 3.93 F2V
308 BSC0308 14.816442 -12.982463 3.93 O8V
236 BSC0236 20.750612 49.335420 3.93 A3V
488 BSC0488 6.666063 -41.907607 3.94 G3V
467 BSC0467 13.803920 -25.794088 3.94 A3V
393 BSC0393 6.507538 44.924893 3.94 F7V
371 BSC0371 10.625207 54.962891 3.95 M2III
489 BSC0489 20.434767 13.117353 3.95 K4III
582 BSC0582 2.528821 -47.927931 3.95 G8V
481 BSC0481 5.581233 -22.042967 3.95 F0V
455 BSC0455 12.779549 -74.602857 3.95 K1III
262 BSC0262 7.612697 -52.011897 3.96 G7V
281 BSC0281 12.010687 22.071801 3.96 A2V
526 BSC0526 23.131735 31.276246 3.96 A1V
341 BSC0341 8.658540 15.968363 3.96 M4III
316 BSC0316 9.597725 -63.430451 3.96 G7V
404 BSC0404 8.005669 -48.075301 3.96 G5V
409 BSC0409 18.116108 14.409524 3.96 F8V
432 BSC0432 3.823296 13.049944 3.97 G1V
612 BSC0612 3.005606 -33.181774 3.97 F9V
451 BSC0451 9.532291 48.096556 3.97 G8V
475 BSC0475 22.867141 -37.501446 3.98 M2III
266 BSC0266 15.577792 48.962225 3.98 K6III
446 BSC0446 18.870623 -16.741443 3.98 K8III
596 BSC0596 10.183125 74.492912 3.99 M4III
270 BSC0270 13.522534 38.572501 3.99 K0III
379 BSC0379 21.732595 -3.203307 3.99 F2V
232 BSC0232 8.983122 -77.051079 3.99 G7V
319 BSC0319 12.539545 11.788015 3.99 B5V
542 BSC0542 6.380427 -38.132282 3.99 F0V
292 BSC0292 9.464768 30.832454 4.00 B4V
745 BSC0745 0.129718 -18.993822 4.00 A1V
1226 BSC1226 19.385228 0.802124 4.00 G1V
1405 BSC1405 16.933505 -34.290826 4.01 G1V
1096 BSC1096 11.769804 16.382576 4.01 F4V
1077 BSC1077 1.127352 -20.733433 4.01 G7V
1313 BSC1313 19.277878 4.745232 4.01 K4III
752 BSC0752 7.771670 -4.954487 4.01 M2III
852 BSC0852 20.629354 -49.332731 4.01 B4V
1568 BSC1568 13.055355 -4.220851 4.01 G7V
1200 BSC1200 3.950892 -24.011803 4.01 M3III
708 BSC0708 8.443320 9.518862 4.01 K3III
840 BSC0840 1.944927 76.314087 4.01 G6V
879 BSC0879 15.645621 44.507969 4.01 A9V
955 BSC0955 1.007138 -29.373620 4.01 G8V
1086 BSC1086 9.928288 -46.224988 4.01 G9V
999 BSC0999 0.309773 -16.528394 4.01 B1V
1444 BSC1444 0.438602 35.642493 4.02 F7V
958 BSC0958 2.795468 2.470326 4.02 M4III
1089 BSC1089 0.533244 63.771761 4.02 G0V
790 BSC0790 23.794886 -41.336612 4.02 A1V
1246 BSC1246 16.331507 4.495578 4.02 M0III
645 BSC0645 18.034871 21.182804 4.02 K8III
1507 BSC1507 5.292211 38.845141 4.02 K6III
1090 BSC1090 23.724960 24.981157 4.02 F6V
681 BSC0681 14.036127 28.668139 4.02 M1III
1205 BSC1205 14.257187 -52.520086 4.02 O5V
920 BSC0920 8.295000 -24.211641 4.02 B9V
1142 BSC1142 9.818044 -32.356927 4.02 G8V
1291 BSC1291 18.842008 -29.438015 4.03 B9V
1480 BSC1480 3.336053 24.703876 4.03 G0V
836 BSC0836 5.417465 43.990479 4.03 K6III
1543 BSC1543 23.225828 -59.472386 4.03 B3V
788 BSC0788 3.616500 -36.660493 4.03 M2III
629 BSC0629 5.128755 18.869133 4.03 M3III
1475 BSC1475 20.751657 -28.599010 4.03 G7V
818 BSC0818 15.477670 26.006228 4.04 F0V
1368 BSC1368 9.980672 -42.002243 4.04 G6V
961 BSC0961 12.719288 15.772687 4.04 G3V
1136 BSC1136 23.857960 -7.789724 4.04 K4III
973 BSC0973 11.277969 12.650997 4.04 K2III
1562 BSC1562 17.406890 26.014667 4.04 K4III
1524 BSC1524 18.431279 19.188600 4.04 M0III
1241 BSC1241 9.990307 -73.079375 4.04 O8V
1442 BSC1442 22.897014 -17.514935 4.05 M4III
981 BSC0981 4.684732 -1.443284 4.05 M3III
1326 BSC1326 19.693251 -22.853299 4.05 G7V
1530 BSC1530 19.822582 -7.435763 4.05 F1V
991 BSC0991 23.895308 64.727536 4.05 K3III
786 BSC0786 19.204952 21.737144 4.05 G4V
1555 BSC1555 12.415044 -6.718543 4.05 G7V
756 BSC0756 15.610206 40.991945 4.05 O9V
1493 BSC1493 22.860403 12.843163 4.05 F8V
630 BSC0630 10.080098 -34.176761 4.05 M1III
1616 BSC1616 14.433218 -23.645997 4.05 K5III
1299 BSC1299 5.550718 9.501159 4.05 K2III
1127 BSC1127 21.363313 -46.166965 4.05 A3V
1192 BSC1192 14.114247 31.975223 4.06 A5V
1350 BSC1350 5.593747 -34.370507 4.06 B0V
1406 BSC1406 7.384868 -62.950460 4.06 F0V
1140 BSC1140 10.417252 16.796309 4.06 O8V
1043 BSC1043 9.242462 -31.379784 4.06 A5V
1602 BSC1602 6.282026 -71.926642 4.07 A7V
1159 BSC1159 1.039567 3.609643 4.07 K8III
730 BSC0730 4.680216 -59.379647 4.07 B7V
1101 BSC1101 14.104728 -13.781464 4.07 M2III
1130 BSC1130 16.218271 -9.398979 4.07 M2III
975 BSC0975 4.818503 35.731393 4.07 F0V
672 BSC0672 7.113408 6.372651 4.07 K6III
694 BSC0694 3.386582 23.102977 4.07 A5V
719 BSC0719 15.476669 -46.657125 4.07 A1V
1194 BSC1194 15.047242 37.846429 4.07 G8V
1457 BSC1457 23.459910 -40.187968 4.08 A8V
1489 BSC1489 23.539051 -30.836074 4.08 B5V
1214 BSC1214 0.350616 28.986106 4.08 F3V
1509 BSC1509 22.819648 -30.159299 4.08 F7V
858 BSC0858 2.869488 -53.277492 4.08 M4III
791 BSC0791 17.444132 -53.970924 4.08 M1III
870 BSC0870 19.116204 -36.371896 4.08 F8V
1154 BSC1154 5.390459 55.033511 4.08 B3V
1087 BSC1087 15.671350 29.643055 4.08 F0V
1453 BSC1453 1.474203 -40.698475 4.08 F4V
691 BSC0691 15.554521 28.521403 4.08 B2V
772 BSC0772 16.148331 -17.915030 4.08 B8V
1362 BSC1362 12.661528 8.502831 4.09 K3III
1390 BSC1390 0.039450 8.578505 4.09 K0III
1560 BSC1560 13.818861 -86.866188 4.09 K8III
734 BSC0734 14.459276 26.704715 4.09 K4III
1459 BSC1459 17.697839 37.661272 4.09 B3V
1067 BSC1067 10.837574 -47.491342 4.09 A5V
1156 BSC1156 19.859970 -63.489324 4.09 F7V
989 BSC0989 11.268448 -3.181723 4.10 B5V
1549 BSC1549 18.223461 -63.403954 4.10 G9V
651 BSC0651 3.920080 -16.503721 4.10 B2V
623 BSC0623 7.310457 -61.043333 4.10 M4III
1217 BSC1217 9.298831 14.065883 4.10 M0III
1456 BSC1456 10.527540 55.609793 4.10 G9V
711 BSC0711 15.309645 26.248468 4.10 K7III
990 BSC0990 10.143745 -20.569435 4.10 G9V
1446 BSC1446 1.647568 -23.633663 4.11 K0III
1424 BSC1424 21.058851 45.577174 4.11 B9V
1571 BSC1571 9.534515 15.912664 4.11 B6V
1124 BSC1124 1.631359 26.412000 4.11 M1III
843 BSC0843 9.713402 -21.357783 4.11 M4III
928 BSC0928 2.739359 -69.912339 4.11 G1V
1199 BSC1199 7.858103 -0.093226 4.11 F2V
1412 BSC1412 17.985096 -45.956827 4.11 K0III
1479 BSC1479 17.709130 1.668894 4.12 G3V
700 BSC0700 1.968568 35.717036 4.12 G5V
1433 BSC1433 6.706687 61.762551 4.12 G0V
1253 BSC1253 21.270917 -60.636089 4.12 K3III
747 BSC0747 9.074418 -25.931658 4.12 G0V
900 BSC0900 16.810363 -18.790604 4.12 B0V
660 BSC0660 6.895841 45.324668 4.12 F9V
635 BSC0635 18.758772 -13.829665 4.12 F0V
897 BSC0897 1.791322 8.883864 4.12 M2III
625 BSC0625 6.717424 9.604317 4.12 M2III
1255 BSC1255 3.645268 40.546928 4.12 O6V
1332 BSC1332 11.452802 -20.051140 4.12 A3V
647 BSC0647 12.316394 1.257255 4.12 G8V
626 BSC0626 6.665258 -4.105437 4.13 G3V
1172 BSC1172 4.386028 -71.056248 4.13 F7V
1242 BSC1242 8.557712 -54.730471 4.13 G1V
948 BSC0948 7.136677 -14.376646 4.13 K0III
1180 BSC1180 3.086316 6.197673 4.13 M3III
1608 BSC1608 7.181568 43.731849 4.13 A7V
1271 BSC1271 22.116321 -62.351529 4.13 G9V
1591 BSC1591 12.048197 -8.065823 4.13 A5V
1094 BSC1094 23.115817 33.968038 4.13 K9III
1027 BSC1027 0.343942 -62.696140 4.13 K9III
1436 BSC1436 9.567420 14.372610 4.14 F9V
1485 BSC1485 20.074102 -45.459697 4.14 F2V
1105 BSC1105 10.489237 76.649270 4.14 M1III
1501 BSC1501 15.713408 -68.621644 4.14 K7III
631 BSC0631 0.232485 -50.742845 4.14 A5V
1387 BSC1387 7.477722 -59.084412 4.14 G0V
726 BSC0726 12.566413 45.398050 4.14 A1V
1478 BSC1478 11.436635 -9.331221 4.14 B6V
826 BSC0826 2.210370 14.534098 4.14 B7V
1051 BSC1051 0.619425 30.079219 4.15 F0V
1201 BSC1201 4.348124 -28.019595 4.16 K4III
1221 BSC1221 6.383945 -47.132721 4.16 K0III
1495 BSC1495 10.690870 -16.163982 4.16 G9V
1545 BSC1545 13.545489 11.260198 4.16 F2V
634 BSC0634 22.722145 -71.131747 4.16 B0V
1492 BSC1492 21.081981 -60.883697 4.16 M4III
1006 BSC1006 3.050310 -12.367502 4.16 G1V
621 BSC0621 19.923624 -6.205161 4.16 B4V
1617 BSC1617 8.141287 -27.534729 4.16 M1III
679 BSC0679 4.111079 -26.856613 4.16 G1V
1397 BSC1397 12.311504 42.846586 4.16 G7V
1273 BSC1273 19.805073 19.503958 4.17 K6III
1198 BSC1198 6.137849 47.085232 4.17 F2V
903 BSC0903 22.597844 -25.808988 4.17 K8III
1190 BSC1190 11.868507 -67.292287 4.17 M4III
1211 BSC1211 18.544104 55.218153 4.17 G3V
1143 BSC1143 8.505052 15.739496 4.17 M1III
618 BSC0618 8.054959 5.117062 4.17 M2III
728 BSC0728 11.302801 37.606403 4.17 K2III
1431 BSC1431 7.697389 -53.447372 4.17 K0III
746 BSC0746 0.032311 -39.851532 4.17 K0III
1227 BSC1227 21.261936 8.299289 4.17 M1III
1410 BSC1410 17.064023 -7.934014 4.18 B2V
622 BSC0622 22.758037 -73.730291 4.18 K9III
963 BSC0963 14.226503 -57.306673 4.18 M4III
1500 BSC1500 19.915710 -23.593900 4.18 G7V
1019 BSC1019 22.449076 22.127989 4.19 K3III
680 BSC0680 19.856557 40.946224 4.19 G0V
1345 BSC1345 7.351224 -69.063356 4.19 O6V
1404 BSC1404 5.564191 -32.766251 4.19 K6III
715 BSC0715 10.714606 -71.891613 4.19 K3III
1235 BSC1235 1.370812 17.965298 4.19 G7V
1597 BSC1597 5.197900 71.029895 4.19 A5V
683 BSC0683 19.268429 -49.621984 4.19 G5V
1372 BSC1372 10.830399 -62.761563 4.19 M3III
1601 BSC1601 16.593985 1.049484 4.20 G7V
1396 BSC1396 13.291763 27.858248 4.20 G1V
1240 BSC1240 5.026938 -17.724187 4.20 G0V
1304 BSC1304 0.123351 -38.397467 4.20 G5V
1349 BSC1349 20.699916 33.308319 4.20 G9V
1173 BSC1173 7.657082 -5.823462 4.20 B3V
1062 BSC1062 12.597600 -30.777458 4.20 G2V
832 BSC0832 19.494195 82.316582 4.20 B7V
947 BSC0947 20.836063 -58.146159 4.20 G1V
916 BSC0916 13.211323 4.146721 4.20 G3V
783 BSC0783 13.120712 -25.518292 4.20 G6V
1135 BSC1135 18.454081 -27.672372 4.20 A7V
1506 BSC1506 19.035085 51.448047 4.20 M2III
717 BSC0717 15.968765 -10.615706 4.20 A4V
695 BSC0695 13.093971 -37.898088 4.21 G3V
812 BSC0812 19.522428 -68.367831 4.21 K1III
1000 BSC1000 5.440576 -60.715088 4.21 K2III
1202 BSC1202 18.976586 -7.815228 4.21 F9V
960 BSC0960 7.091230 67.343243 4.21 F9V
837 BSC0837 9.357594 -36.014406 4.21 G6V
1353 BSC1353 20.723631 -1.882553 4.21 M0III
1587 BSC1587 4.830331 45.261828 4.21 K2III
901 BSC0901 18.490733 36.250768 4.21 K6III
750 BSC0750 11.137601 34.471794 4.21 B7V
632 BSC0632 20.590922 11.120200 4.21 M4III
766 BSC0766 0.668254 62.567751 4.21 F9V
1579 BSC1579 5.765266 -63.947869 4.22 K2III
795 BSC0795 7.389273 5.431139 4.22 F8V
1340 BSC1340 22.132606 -0.317512 4.22 F5V
861 BSC0861 19.298296 -34.728525 4.22 K9III
1174 BSC1174 9.972338 -24.023432 4.22 F4V
1540 BSC1540 13.246473 -40.108109 4.22 G1V
1052 BSC1052 13.278975 -31.870880 4.22 M3III
1443 BSC1443 2.925108 -21.626697 4.22 M1III
1482 BSC1482 11.588431 -46.429913 4.22 F9V
1204 BSC1204 10.463884 -34.010527 4.22 A6V
1546 BSC1546 22.390959 28.545788 4.22 M2III
762 BSC0762 4.402858 -8.632314 4.22 A7V
939 BSC0939 9.959050 17.557721 4.22 B6V
1467 BSC1467 20.263557 77.682636 4.22 B4V
1520 BSC1520 12.195401 49.813768 4.22 A0V
1036 BSC1036 8.971395 19.633754 4.23 G6V
1461 BSC1461 20.159946 -9.938321 4.23 G0V
664 BSC0664 20.895213 1.796695 4.23 K1III
1328 BSC1328 15.265136 13.856779 4.23 G7V
779 BSC0779 14.208404 80.585359 4.23 G9V
1160 BSC1160 16.784147 -4.822754 4.23 F8V
1527 BSC1527 10.806780 22.307824 4.23 M4III
971 BSC0971 12.567922 7.115534 4.23 F8V
867 BSC0867 18.419972 -22.295641 4.23 F5V
1301 BSC1301 7.345132 30.413548 4.23 G6V
1586 BSC1586 14.384952 -70.655243 4.23 F3V
1306 BSC1306 2.022129 63.584589 4.24 M0III
1570 BSC1570 20.374173 60.433792 4.24 K4III
1521 BSC1521 14.885793 66.659779 4.24 B5V
1398 BSC1398 6.753432 5.161568 4.24 B9V
1477 BSC1477 4.125036 -11.603364 4.24 G7V
904 BSC0904 12.713135 9.822337 4.24 K1III
1472 BSC1472 0.498193 -35.001098 4.25 K9III
1163 BSC1163 9.897673 7.966603 4.25 G2V
689 BSC0689 2.930676 24.121353 4.25 B2V
678 BSC0678 3.013574 21.147420 4.25 G4V
1417 BSC1417 6.588160 -3.782220 4.25 G7V
1575 BSC1575 2.675705 59.302123 4.25 B6V
744 BSC0744 18.379897 20.213052 4.25 M3III
1514 BSC1514 16.790317 16.704731 4.25 K3III
1292 BSC1292 6.568763 15.194633 4.25 M1III
1283 BSC1283 6.417967 0.119202 4.25 G5V
807 BSC0807 16.431029 22.944342 4.25 F6V
1454 BSC1454 5.374190 -65.176728 4.25 B8V
856 BSC0856 17.724141 -1.361757 4.25 K6III
1007 BSC1007 4.542808 -28.853918 4.26 G8V
1552 BSC1552 11.311399 55.432234 4.26 A0V
1054 BSC1054 23.869968 -38.989820 4.26 M3III
1302 BSC1302 1.528434 27.058808 4.27 M3III
905 BSC0905 17.577323 -29.155002 4.27 K0III
1216 BSC1216 14.516146 -21.623951 4.27 M4III
866 BSC0866 16.168842 -31.926001 4.27 K7III
1400 BSC1400 18.068368 -31.755871 4.27 B2V
1409 BSC1409 17.856686 -40.965543 4.27 K4III
1577 BSC1577 13.957541 -39.548946 4.27 K7III
1505 BSC1505 9.635943 -12.674318 4.28 G9V
1539 BSC1539 16.531452 -13.544115 4.28 K0III
1386 BSC1386 17.912709 -3.547759 4.28 K2III
1040 BSC1040 17.815045 -76.575484 4.28 M4III
1334 BSC1334 23.549798 -20.814918 4.28 M2III
1270 BSC1270 12.561772 -22.714398 4.28 G6V
959 BSC0959 6.102270 -48.651496 4.28 G4V
838 BSC0838 11.521137 64.714585 4.28 F7V
1233 BSC1233 15.323731 35.323493 4.28 F1V
1363 BSC1363 4.118313 -17.364215 4.28 F0V
803 BSC0803 7.819763 54.337673 4.28 K0III
949 BSC0949 3.900912 39.873094 4.29 F4V
1559 BSC1559 1.734647 53.989145 4.29 A4V
1541 BSC1541 5.804117 -17.251092 4.29 F8V
809 BSC0809 20.094312 -12.229012 4.29 K5III
1365 BSC1365 11.102245 -0.755558 4.29 F8V
1367 BSC1367 2.925314 58.873542 4.29 B9V
1305 BSC1305 10.689829 -11.402731 4.29 M1III
1411 BSC1411 5.627987 1.205622 4.29 A9V
1422 BSC1422 16.476335 -26.740505 4.30 K3III
1373 BSC1373 20.860197 41.764352 4.30 G8V
880 BSC0880 19.978012 28.799010 4.30 M3III
891 BSC0891 15.670792 -24.930096 4.30 M0III
1423 BSC1423 19.561730 -33.557582 4.30 F0V
1209 BSC1209 4.255837 19.503889 4.30 M2III
1224 BSC1224 16.968367 69.881260 4.30 M0III
1080 BSC1080 6.861613 -40.840252 4.30 G6V
1600 BSC1600 11.697227 -53.042805 4.30 G6V
1186 BSC1186 3.009008 -23.353310 4.31 G0V
1014 BSC1014 4.785878 12.732059 4.31 K6III
658 BSC0658 1.213421 -0.875250 4.31 M1III
1093 BSC1093 13.196740 1.613883 4.31 F0V
902 BSC0902 8.095268 -57.675584 4.31 A5V
1225 BSC1225 15.901630 -5.287176 4.31 M0III
1513 BSC1513 17.633006 -70.458187 4.31 K0III
640 BSC0640 13.589160 37.676643 4.31 G2V
1088 BSC1088 13.910858 -64.712031 4.31 B4V
673 BSC0673 21.859264 9.662173 4.31 M0III
1553 BSC1553 11.340371 23.838821 4.31 G3V
1388 BSC1388 20.295685 39.539916 4.31 O9V
1561 BSC1561 20.487709 10.852003 4.31 K6III
669 BSC0669 13.266297 13.195026 4.32 F3V
1558 BSC1558 9.896796 47.554380 4.32 K0III
1550 BSC1550 17.103975 23.721318 4.32 G8V
1359 BSC1359 5.316415 30.493483 4.32 M2III
1081 BSC1081 16.137356 -27.804484 4.32 F6V
868 BSC0868 7.380715 -11.639184 4.32 G8V
1531 BSC1531 16.717474 2.883641 4.32 M0III
1585 BSC1585 7.235113 -13.644223 4.32 B6V
705 BSC0705 12.110857 24.510031 4.33 F7V
770 BSC0770 11.585123 13.498825 4.33 B4V
917 BSC0917 18.960356 25.767829 4.33 F8V
1517 BSC1517 16.942950 -18.027347 4.33 F8V
1366 BSC1366 0.798431 55.413065 4.33 G0V
799 BSC0799 6.087253 -34.011674 4.33 K0III
692 BSC0692 21.002833 -22.796808 4.33 G1V
814 BSC0814 11.056076 37.162420 4.33 O7V
906 BSC0906 22.178585 60.221969 4.34 B5V
